duduk manis	to sit quietly	verb,routine	Kamu duduk manis di sini, jangan ke mana-mana.	You sit tight here; don't go anywhere.
ganti	to change	verb,change	Saya ganti baju dulu sebentar.	Let me change clothes for a moment.
gas	to accelerate / gas up	verb,motion	Ayo gas, nanti kita terlambat!	Come on, let's go, we'll be late!
gunakan	to use	verb,handling	Gunakan helm kalau naik motor.	Wear a helmet when you ride a motorbike.
habis	to run out / finish	verb,change	Nasinya sudah habis, tinggal mie.	The rice has run out; there's only noodles left.
hadap	to face	verb,motion	Hadap ke sini, biar saya foto.	Face this way so I can take your photo.
hadir	to attend	verb,motion	Semua anggota hadir di rapat tadi.	All the members were at the meeting earlier.
hancur	to break / destroy	verb,change	Kuenya hancur waktu dibawa naik motor.	The cake got smashed when it was carried on the motorbike.
hantar	to deliver / take	verb,motion	Saya hantar dulu ibu ke pasar.	Let me take Mum to the market first.
hapus	to delete / erase	verb,tech	Tolong hapus foto yang buram itu.	Please delete those blurry photos.
hias	to decorate	verb,household	Kami hias rumah menjelang lebaran.	We decorate the house as Lebaran approaches.
hitung	to count	verb,mind	Coba hitung dulu berapa orangnya.	Count how many people there are first.
ingat	to remember	verb,mind	Saya masih ingat rumah nenek waktu kecil.	I still remember Grandma's house from when I was little.
isi	to fill	verb,handling	Tolong isi bensin dulu sebelum jalan.	Please fill up with petrol before we set off.
izin	to permit / ask permission	verb,speech	Saya izin pulang lebih awal hari ini.	I'm asking to leave early today.
jaga	to guard / take care	verb,work	Tolong jaga adikmu sebentar.	Please watch your little brother for a bit.
jalan	to walk / go	verb,motion	Kita jalan kaki saja, dekat kok.	Let's just walk; it's close.
jawab	to answer	verb,speech	Dia tidak jawab teleponku dari tadi.	He hasn't answered my calls this whole time.
jajan	to snack / buy snacks	verb,money	Anak-anak jajan es krim di depan sekolah.	The kids buy ice cream in front of the school.
jalin	to build / weave relationships	verb,work	Mereka menjalin kerja sama sejak tahun lalu.	They've had a working partnership since last year.
jatuh	to fall	verb,motion	Hati-hati, nanti jatuh.	Careful, you'll fall.
jemur	to dry in the sun	verb,household	Tolong jemur bajunya di belakang.	Please hang the washing out back.
jual	to sell	verb,money	Dia jual gorengan di depan rumah.	She sells fried snacks in front of her house.
jumpa	to meet	verb,motion	Senang jumpa kamu lagi.	Good to see you again.
kabur	to flee / blur	verb,motion	Kucingnya kabur waktu pintunya kebuka.	The cat ran off when the door came open.
kabulkan	to grant	verb,change	Semoga Tuhan kabulkan doanya.	May God grant his prayer.
kagum	to admire / be amazed	verb,emotion	Saya kagum sama kesabarannya.	I admire his patience.
kasih	to give / love	verb,handling	Kasih tahu saya kalau sudah sampai.	Let me know once you've arrived.
kata	to say	verb,speech	Kata ibu, kita makan di rumah saja.	Mum says we should just eat at home.
kejar	to chase	verb,motion	Cepat, kejar busnya!	Quick, run after the bus!
kelola	to manage	verb,work	Dia yang kelola warung itu sekarang.	She's the one running that shop now.
kemas	to tidy up	verb,household	Tolong kemas mainannya sebelum tidur.	Please pack up the toys before bed.
kena	to hit / get / must	verb,state	Bajunya kena kopi.	His shirt got coffee on it.
kenal	to know / be acquainted	verb,mind	Saya kenal dia sejak kecil.	I've known him since we were kids.
kerja	to work	verb,work	Dia kerja di Jakarta sekarang.	He works in Jakarta now.
kirim	to send	verb,speech	Tolong kirim fotonya lewat WhatsApp.	Please send the photos over WhatsApp.
kisah	to tell a story / narrate	verb,speech	Nenek sering mengisahkan masa kecilnya di desa.	Grandma often tells the story of her childhood in the village.
klik	to click	verb,tech	Klik tombol biru itu untuk mulai.	Click that blue button to start.
kembali	to return	verb,motion	Saya kembali ke kantor setelah makan siang.	I go back to the office after lunch.
kumpul	to gather	verb,work	Keluarga kumpul di rumah nenek setiap lebaran.	The family gathers at Grandma's house every Lebaran.
kunjung	to visit	verb,motion	Kami mengunjungi paman di kampung.	We visited our uncle in the village.
kutip	to pick up / collect	verb,handling	Dia mengutip kalimat dari bukunya.	He quoted a line from the book.
lari	to run	verb,motion	Setiap pagi dia lari di lapangan.	Every morning he runs at the field.
layan	to serve	verb,work	Pelayannya melayani tamu dengan ramah.	The server looks after guests warmly.
lihat	to see	verb,mind	Coba lihat, ada pelangi di luar.	Look, there's a rainbow outside.
lipat	to fold	verb,household	Tolong lipat bajunya yang sudah kering.	Please fold the clothes that are dry.
login	to log in	verb,tech	Saya tidak bisa login, lupa kata sandi.	I can't log in; I forgot the password.
lupa	to forget	verb,mind	Saya lupa bawa dompet.	I forgot to bring my wallet.
makan	to eat	verb,routine	Kita makan dulu, baru berangkat.	Let's eat first, then head out.
main	to play	verb,routine	Anak-anak main bola di lapangan.	The kids are playing football at the field.
maju	to move forward	verb,motion	Silakan maju ke depan.	Please come up to the front.
mandi	to bathe / shower	verb,routine	Saya mandi dulu sebelum sarapan.	I shower before breakfast.
masak	to cook	verb,household	Ibu masak rendang untuk hari raya.	Mum is cooking rendang for the holiday.
masuk	to enter	verb,motion	Silakan masuk, pintunya tidak dikunci.	Come on in; the door isn't locked.
mati	to die / turn off	verb,change	Lampunya mati, mungkin listriknya padam.	The light went out; maybe the power is down.
membaca	to read	verb,mind	Dia suka membaca sebelum tidur.	He likes reading before bed.
menulis	to write	verb,mind	Saya sedang menulis surat untuk nenek.	I'm writing a letter to my grandmother.
mengirim	to send	verb,speech	Saya sudah mengirim uangnya kemarin.	I already sent the money yesterday.
mengerti	to understand	verb,mind	Saya belum mengerti maksudnya.	I don't understand what you mean yet.
minum	to drink	verb,routine	Jangan lupa minum air putih yang banyak.	Don't forget to drink plenty of water.
mulai	to begin	verb,change	Acaranya mulai jam delapan pagi.	The event starts at eight in the morning.
minta	to ask for	verb,speech	Saya minta tolong sebentar, boleh?	Could I ask you for some help for a moment?
naik	to go up / ride	verb,motion	Kami naik motor ke pasar.	We took the motorbike to the market.
nonton	to watch	verb,routine	Malam ini kita nonton film di rumah.	Tonight we'll watch a film at home.
nyalakan	to turn on	verb,tech	Nyalakan lampunya, sudah gelap.	Turn the light on; it's dark already.
nyanyi	to sing	verb,routine	Adik saya suka nyanyi di kamar mandi.	My little sister likes to sing in the bathroom.
oles	to spread / apply	verb,household	Oles mentega tipis-tipis di rotinya.	Spread the butter thinly on the bread.
olah	to process / exercise	verb,work	Ikannya diolah jadi pepes.	The fish is made into pepes.
pakai	to wear / use	verb,routine	Dia pakai baju batik ke kondangan.	He wore a batik shirt to the wedding.
panggil	to call	verb,speech	Tolong panggil adikmu, sudah waktunya makan.	Please call your little brother; it's time to eat.
pantau	to monitor	verb,work	Kami pantau terus perkembangannya.	We keep an eye on how it's going.
pegang	to hold	verb,handling	Pegang tangan saya, jalannya licin.	Hold my hand; the path is slippery.
pelajari	to learn / study	verb,mind	Saya mau pelajari bahasa Jawa juga.	I want to study Javanese too.
pesan	to order / message	verb,speech	Saya sudah pesan bakso dua porsi.	I already ordered two portions of bakso.
pikir	to think	verb,mind	Coba pikir dulu sebelum menjawab.	Think it over before you answer.
pilih	to choose	verb,mind	Kamu pilih yang mana, merah atau biru?	Which do you pick, red or blue?
pindah	to move	verb,motion	Mereka pindah ke Surabaya bulan depan.	They're moving to Surabaya next month.
pinjam	to borrow	verb,money	Boleh pinjam pulpennya sebentar?	May I borrow your pen for a second?
potong	to cut	verb,handling	Tolong potong bawangnya kecil-kecil.	Please cut the onion into small pieces.
pulang	to go home	verb,motion	Ayah pulang kerja jam enam sore.	Dad gets home from work at six in the evening.
pukul	to hit / strike	verb,handling	Jangan pukul adikmu!	Don't hit your little brother!
putar	to turn / rotate	verb,handling	Putar kuncinya ke kanan.	Turn the key to the right.
putus	to break / disconnect	verb,change	Talinya putus waktu ditarik.	The rope snapped when it was pulled.
rasa	to feel / taste	verb,mind	Saya rasa dia sudah tahu.	I think he already knows.
rawat	to care for	verb,work	Dia rawat ibunya yang sakit di rumah.	She looks after her sick mother at home.
rancang	to design / plan	verb,work	Mereka merancang rumahnya sendiri.	They designed their own house.
rayakan	to celebrate	verb,routine	Kami rayakan ulang tahunnya di rumah saja.	We celebrated his birthday at home.
rebut	to grab / seize	verb,handling	Anak-anak berebut mainan yang sama.	The kids are fighting over the same toy.
rehat	to rest	verb,routine	Kita rehat sebentar, sudah dua jam jalan.	Let's rest a bit; we've been walking for two hours.
rindu	to miss	verb,emotion	Saya rindu masakan ibu.	I miss my mother's cooking.
rusak	to damage / break	verb,change	HP-nya rusak kena air.	His phone broke after getting wet.
sadari	to realize	verb,mind	Saya baru sadari dompet saya hilang.	I've only just realised my wallet is gone.
sambung	to connect / continue	verb,change	Tolong sambung kabelnya ke colokan.	Please plug the cable into the socket.
samakan	to make equal / match	verb,change	Jangan samakan dia dengan kakaknya.	Don't equate him with his older brother.
sambut	to welcome	verb,speech	Mereka menyambut tamunya di depan pintu.	They welcome their guests at the door.
sapu	to sweep	verb,household	Tolong sapu halaman depan.	Please sweep the front yard.
sadar	to be aware / realize	verb,mind	Dia sadar sudah salah jalan.	He realised he'd taken the wrong road.
sayang	to love / care about	verb,emotion	Nenek sayang sekali sama cucunya.	Grandma loves her grandchildren very much.
sebar	to spread	verb,handling	Undangannya sudah disebar kemarin.	The invitations were handed out yesterday.
seduh	to brew	verb,household	Seduh tehnya pakai air panas.	Brew the tea with hot water.
sebut	to mention	verb,speech	Dia menyebut nama saya di depan semua orang.	He said my name in front of everyone.
segel	to seal	verb,handling	Paketnya masih segel, belum dibuka.	The package is still sealed; it hasn't been opened.
selesaikan	to finish	verb,change	Selesaikan dulu pekerjaanmu, baru main.	Finish your work first, then play.
selip	to slip in / tuck	verb,handling	Ada uang terselip di antara buku.	There's money tucked between the books.
sembunyi	to hide	verb,handling	Anak-anak sembunyi di belakang pintu.	The kids are hiding behind the door.
simak	to listen carefully	verb,mind	Simak baik-baik penjelasannya.	Listen closely to the explanation.
simpan	to save / store	verb,household	Simpan sisanya di kulkas, ya.	Put the leftovers in the fridge, okay?
singgah	to stop by	verb,motion	Kita singgah dulu di rumah paman.	Let's stop by our uncle's house first.
siram	to water / pour	verb,household	Tolong siram tanamannya tiap pagi.	Please water the plants every morning.
sita	to confiscate	verb,handling	Barangnya disita di bandara.	His things were confiscated at the airport.
sobek	to tear	verb,handling	Bukunya sobek di halaman terakhir.	The book is torn on the last page.
sorot	to highlight / shine on	verb,handling	Lampu itu menyorot ke panggung.	That light shines onto the stage.
suka	to like	verb,emotion	Saya suka kopi yang tidak terlalu manis.	I like coffee that isn't too sweet.
sulap	to transform / do magic	verb,change	Dia menyulap kamar kosong itu jadi dapur.	He turned that empty room into a kitchen.
suruh	to tell / order	verb,speech	Siapa yang suruh kamu ke sana?	Who told you to go there?
susun	to arrange	verb,work	Tolong susun piringnya di rak.	Please stack the plates on the rack.
tanya	to ask	verb,speech	Boleh saya tanya sesuatu?	May I ask you something?
tarik	to pull	verb,handling	Tarik pintunya, jangan didorong.	Pull the door; don't push it.
tawar	to offer / bargain	verb,money	Coba tawar dulu, biasanya bisa turun.	Try haggling first; the price usually comes down.
tampung	to accommodate / collect	verb,work	Embernya dipakai untuk menampung air hujan.	The bucket is used to catch rainwater.
tangkap	to catch / arrest	verb,handling	Polisi menangkap pencurinya semalam.	The police caught the thief last night.
tanggung	to bear / be responsible for	verb,work	Saya yang menanggung biayanya.	I'm the one covering the cost.
tawarkan	to offer	verb,money	Dia menawarkan bantuan waktu saya kesulitan.	He offered help when I was struggling.
tebak	to guess	verb,mind	Coba tebak umur saya berapa.	Have a guess how old I am.
tidur	to sleep	verb,routine	Anaknya sudah tidur dari tadi.	Her child has been asleep for a while now.
tinggal	to live / stay	verb,state	Saya tinggal di Bali sejak dua tahun lalu.	I've lived in Bali since two years ago.
tinggalkan	to leave	verb,motion	Jangan tinggalkan tasmu di kursi.	Don't leave your bag on the chair.
tolong	to help	verb,work	Tolong ambilkan air minum.	Please get me some drinking water.
tumbuh	to grow	verb,change	Pohon mangga itu tumbuh cepat sekali.	That mango tree grows really fast.
tunggu	to wait	verb,routine	Tunggu sebentar, saya ganti baju dulu.	Wait a moment; let me change first.
tutup	to close	verb,handling	Tolong tutup pintunya, banyak nyamuk.	Please close the door; there are lots of mosquitoes.
turun	to go down	verb,motion	Hati-hati turun tangga, licin.	Careful going down the stairs; it's slippery.
ubah	to change	verb,change	Kami mengubah jadwalnya jadi hari Sabtu.	We moved the schedule to Saturday.
ukur	to measure	verb,work	Tolong ukur dulu panjang mejanya.	Please measure the length of the table first.
ulang	to repeat	verb,work	Tolong ulang sekali lagi, saya belum dengar.	Please say it once more; I didn't catch it.
undang	to invite	verb,speech	Mereka mengundang seluruh keluarga ke acara itu.	They invited the whole family to the event.
urus	to handle / take care of	verb,work	Saya yang mengurus surat-suratnya.	I'm the one handling the paperwork.
wujudkan	to realize / make happen	verb,change	Dia berhasil mewujudkan mimpinya.	He managed to make his dream real.
yakin	to be sure / trust	verb,mind	Saya yakin dia bisa.	I'm sure he can do it.
ziarah	to visit	verb,motion	Kami ziarah ke makam kakek sebelum lebaran.	We visit Grandfather's grave before Lebaran.
